label,content
12, Masked Emotions is a 1929 silent film adventure/crime drama produced and distributed by Fox Film Corporation starring George O'Brien and Nora Lane. The screenplay was adapted from Ben Ames Williams' short story Son of Anak. David Butler began as director but had to leave the production to attend to a family emergency Kenneth Hawks then assumed directorial duties. The Western Electric Sound System was used for the musical score and sound effects but a silent version was also made.
11, Thug Walkin' is the debut album by Atlanta-based rap duo Ying Yang Twins. It was released on April 25 2000.
3, Sam Iles (born 19 June 1987) is an Australian rules footballer who played for Collingwood and is currently playing for Gold Coast in the Australian Football League (AFL).
5, SS Sophocles was an 12300-ton ocean liner of the Aberdeen Line launched in 1921 and later sold to the Shaw Savill & Albion Line.
8, Bareh Posht (Persian: Ø¨Ø±Ù Ù¾Ø´Øªâ; also known as Baraposht) is a village in Kuhestani-ye Talesh Rural District in the Central District of Talesh County Gilan Province Iran. At the 2006 census its population was 311 in 77 families.
6, William and Caroline Schall House is a historic home located at Green Lane Montgomery County Pennsylvania. It was built about 1835 and is a 2 1/2-story five bay L-shaped stone dwelling with an open two-story porch in the Federal style. A Colonial Revival style portico was added to the front facade about 1925. Also on the property is a contributing stucco covered wash house also built about 1835.It was added to the National Register of Historic Places in 2007.
2, Andrea Syrtash is a New-York based dating & relationship expert on-air personality and author.
6, The John M. Peck House is a historic house at 27 Liberty Street in Waltham Massachusetts. The 2-1/2 story wood frame house was built in 1843 and sold to John Peck a local hatter and politician. When it was listed on the National Register of Historic Places in 1989 its well-preserved Greek Revival styling was highlighted. This principally survives in the treatment of the main entry with a corniced entablature and pilasters.
12, Dil Rangeela (Kannada: à²¦à²¿à²²à³ à²°à²à²à³à²²) is an 2014 Indian Kannada romantic comedy film directed and scripted by Preetham Gubbi. The film stars Ganesh Rachita Ram and Priyanka Rao in the lead roles. K. Manju produced the film under his production banner K. Manju Cinemaas. The film marks the return of Ganesh and Gubbi together after their previous film Maleyali Jotheyali (2009).
5, The Yarrow Later M class were a class of seven destroyers built for the Royal Navy that saw service during World War I. They were based on the preceding and successful Yarrow M class with minor alterations; notably reduced beam to compensate for increased displacement and a sloping stern. They were sometimes described as the Yarrow R class of destroyers.
12, August 15th is a 2008 Sundance Film Festival Short Film that has received Honorable Mentions in Short Filmmaking. It is available for download from online sources including iTunes Store Netflix and Xbox Live Marketplace.
1, Rocky River High School is a high school in Mint Hill North Carolina; a suburb of Charlotte. It opened for the first time in the fall of 2010. Its original principal was Robert Nixon the former principal of East Mecklenburg High School who was replaced in 2011 by Brandy Nelson after a hazing incident involving the wrestling team.
12, That's My Wife is a 1929 short comedy silent film produced by the Hal Roach Studios and starring Laurel and Hardy. It was shot in December 1928 and released March 23 1929 by Metro-Goldwyn-Mayer with a synchronized music and sound effects track in theaters equipped for sound.
9, Joe Cotton (1882âafter 1900) was an American Thoroughbred racehorse that is best known as the winner of the 1885 Kentucky Derby. He was by King Alfonso who was the sire of the 1880 winner Fonso. The horse was reportedly named after a bookie.Joe Cotton was reportedly killed along with another Thoroughbred called Sam Keene on September 11 1888 during the third race at the Mystic Park race track in Boston Massachusetts.
13, Fifty Poems is a collection of poetry by fantasy author Lord Dunsany. His first poetry collection it was first published in hardcover simultaneously in London and New York by G. P. Putnam's Sons in October 1929.The book collects fifty poems by the author.
5, Storm King was a gasoline-powered sidewheel-driven ferry built in 1915 on Lake Crescent Washington.
6, The British Empire and Commonwealth Museum (grid reference ST597725) was a museum in Bristol United Kingdom exploring the history of the British Empire and the effect of British colonial rule on the rest of the world.
2, Augustus Charles Pugin born Auguste-Charles Pugin (1762â1832) was an Anglo-French artist architectural draughtsman and writer on medieval architecture. He was born in Paris then the Kingdom of France but his father was Swiss and Pugin himself was to spend most of his life in England.Pugin left France during the Revolutionary period for unclear reasons about 1798 and later entered the Royal Academy Schools in London to improve his skills.
2, Carolyn Ann Franklin (May 13 1944 â April 25 1988) was an American singer and songwriter daughter of prominent preacher C. L. Franklin and younger sister of musician Aretha Franklin.
7, The TÄuÈi River or Pe Vale River is a tributary of the SomeÅul Mic River in Romania.
13, Tokyo Babylon (æ±äº¬ BABYLON TÅkyÅ Babiron) also known as Tokyo Babylon: A Save Tokyo City Story is a shÅjo manga series created by Clamp with story by Nanase Ohkawa and art by Mokona. The series follows Subaru Sumeragi the head of the Sumeragi clan and his sister Hokuto as they work to protect Tokyo from a myriad of supernatural perils. The series is based on a dÅjinshi Clamp wrote but decided to add dark social themes in the serialization as a result of the chapters' length.
5, The Murphy Renegade is a family of Canadian two-seats-in-tandem single engine conventional landing gear biplanes produced by Murphy Aircraft and intended for amateur construction.In Canada all Renegade variants are eligible to be registered as amateur-builts basic ultralights or advanced ultralights. In the USA the Renegade is not on the list of Special light-sport aircraft but is eligible for the Experimental - Amateur-built category.
9, The Subflava Sedge Borer or Yellow Sedge Borer (Capsula subflava) is a moth of the Noctuidae family. It is found from Nova Scotia west to British Columbia south to New Jersey in the east and Utah and California in the west.The wingspan is 35â40 mm. Adults are on wing in July depending on the location. There is one generation per year.The larvae bore the stems of Typha and Scirpus species.
11, Ted Nugent: Extended Versions is a compilation album of by the American hard rock guitarist Ted Nugent featuring songs extracted from his live albums.
10, Pygmaeorchis is a genus of flowering plants from the orchid family Orchidaceae.
0, Breconshire Brewery is a brewery in Brecon in Powys Wales. The head brewer was Justin Buster Grant formerly of Brakspear Brewery.Named after the original 1841 Breconshire Brewery established by Mordecai Jones the new brewery since its establishment in 2002 has received numerous awards at Campaign for Real Ale (CAMRA) festivals and others. The brewery owns three pubs in Powys: two in Brecon and one in Llangynidr.
11, Alone Together is a free jazz album by Terumasa Hino. It was released in 1970 under Columbia Records as part of the Takt Jazz Series.
11, Volcano is the ninth studio album by American popular music singer-songwriter Jimmy Buffett and is his 11th overall. It was released in May 1979 as MCA 5102 and was his first release on that label after its absorption of ABC Dunhill.The album and its title song are named for the then dormant SoufriÃ¨re Hills volcano on the island of Montserrat in the British West Indies where Buffett recorded the album in May 1979 at AIR Studios.
