comment_text,toxic
I wellcome any type of ban as long as Fadix gets the same. I have been incivil to some degree thats true if there is a consequence ok... I will not argue or defend. I just want you to see the aura which Fadix creates and turns every body around to werewolfes. Isn´t that amazing?,0
"What does the Church's TEACHING authority have to do with pedophilia? The ""sex abuse problem"" has nothing to do with ""clerical control"" other than the lavender mafia admitting far too many homosexuals into seminary.",1
"This was their 7th child! And they're not that stupid! They thought God wouldn't do that to them. They are monsters, unworthy of the designation of the term human beings.81.178.153.156",1
"The Contribution Team cordially invites you to Imperial College London
  Nor does it taste nice...",0
"Most ignorant post of the season. ""Worst Offenses in Baseball""  really why is it they rank 6th in offense for entire MLB? and 4th in the NL.  You pick out one pitcher that has the Rockies number, happens to every team, one pitcher seems to pitch and match up well against a team. Means nothing.  Every team goes through a hitting slump, you look at past years performance and you know this team can hit.  It is the pitching that is questionable for the entire season, Rookies and facing batters multiple times is the issue, you think you know more than Bud Black? Please, its well established, hitters facing pitchers more times read them better and do better.",1
""" 
 Dear Sir/Madam, 

 I am writing because the original page that I started under """"Dr Konstance Knox""""  was deleted with the reason that there must have been copyright violation from 
 http://w.wisconsinlab.com/knox.htm . 
 There were no copyright violations because the Author Dr. Konstance Knox gave me permission to use the content of the page directly for Wikipedia.I had both email conversations and then discussed the issue with DR. Konstance Knox on Sunday November 20th where she approved the release. 

 Please reinstate the page immediately as there were no violations at all. 

 Sincerely, 

 Festuscham  """,0
"Naha I agree! He cannot wrestle, he is only the WWE Champion becuase he is marketable, there are guys in the WWE that will rip him apart when it comes to wrestling ability. He has held the belt for way too long and I think that it is about time that someone else competent holds the belt, while he goes to OVW and get some training! The reason he is having fan backlash is becuase his reign has become boring and fans are started to see that Cena cannot wrestle. Anyone who thinks he can knows absoltuely nothing about Professional Wrestling. ( )",0
""" 

 == sexuality == 
 why is his sexuality so important, you have to put it in the introduction? 
 will you change sinatras article to """"..was a heterosexuell""""? 
 that discrimination sucks!""",1
"Governor Brown and 'who's your daddy' just took on a whole new meaning, and to think she had nearly everyone believing she's bi-sexual.",1
"""

You warned me once, and I disagreed with you. Then suddenly I'm blocked? That's not repeated personal attacks. That's Administrative abuse. talk """,0
"Yeah, I saw that it's in Suc. county when reading about Battle of Baia, but I thought it started somewhere in Transylvania and ended in Suceava. That's on the list of correction - for the next update.",0
"""
 It's clear that since the claim is that """"men's rights"""" is a different entity than the """"men's rights movement"""", just as """"women's rights"""" is a different entity than """"feminism"""", that a separate """"men's rights movement"""" page must be created to detail the """"men's rights movement"""" (which is not the same as the """"men's movement"""").  I have created such a page.  """,0
"June 13, 2006, vandalism
Thank you for experimenting with Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0
"Nothing lost there. He was a faux vanity candidate anyway. He had no real ambition, but an branding opportunity. He will always be a dorky blowhard in my mind.",1
"it is supposed to be punished but no one seems to care these days, most top torrent sites are usually on the same box as a topsite which is why you get pre to torrent times of less than 10.94.168.194.94",0
"Actually, I think it's okay to list there even if it's not an actual dispute, unlike most RfC listings. However, I've reduced it to a brief description of what you're doing, in keeping with the format of the page, otherwise it would get overwhelmed with chatter. But if you're trying to publicize this as a new project, I would recommend focusing on the village pump (looks like you've already been there) and Wikipedia:Goings-on.  18:02, 27 Aug 2004 (UTC)",0
"That's cool, the german pronounciation of Ioke is pretty much the same than the Hawaiian one. So I pronounce it right, I think.",0
"== User:Avala changing the picture == 

 Anyone else thinks It should be reverted ? I liked the other picture better  @",0
"Why don't you take a matrix pill called reality while you question my maturity fool.. Your wrong in every faction of your statement. Oh wait lol, you have no factual statement while I refer people to CL housing. You must be one of those creating hell for the country cause.. Let me guess, spoiled hillside greenie with no facts but simple arrogance as you ride hubbies coat tails trying desperately to feel important as you pop 5 different meds to get through tomorrow",1
