Score,Text
4,"Just had these ""PANCAKES"" this weekend at some friends house and my comment to them, after breakfast, was....""Those are the best pancakes I have ever had. Where did you get them?""<br />They don't have the ""doughiness"" of most pancakes....you know the doughiness that sits in your stomach way after breakfast is over. They have more of a crispy-like characterness to them with a wonderful hint of corn bread. ORDER SOME....TRY SOME....YOU'LL LIKE IT.<br />I just placed my first order......CAN'T WAIT !!!<br />  SnowDog"
4,I do like herbal teas in general and this fennel seed tea has a very pleasant aroma and taste to it.
4,"Both my dogs love these treats.  They have both tried the salmon and the chicken flavor.  The only reason we didn't try the peanut-butter flavored ones is because they already get peanut butter in their kongs as a treat, so we used salmon and chicken as a ""variety.""<br /><br />Great for treats in general, and also perfect for training!<br />For training purposes - we actually cut them into fourths (we have a picky yorkie and a puppy who will be a medium sized dog).  At 3.5 calories per treat - cut into FOURTHS - I am happy to give them as many as they need during training sessions without worrying too much about feeding them too many treats and spoiling their mealtime!  Very easy to cut into the right size.  Even after cutting them into fourths, my yorkie and puppy still have to chew a little.  So it's actually a little necessary for us to cut them or else we have to wait too long for them to chew it and swallow before continuing with the training session.  So cutting it makes it a better bite-sized morsel that makes them happy but quick to gobble up.  I'm sure once our puppy gets bigger we will only cut into halves and then not at all later.  But currently he still likes to take a few happy chews of his 1/4-zuke!<br /><br />They are quite odorous (which is probably why the dogs love them so much) - so it maybe takes some time to get used to the first few times you are digging into the treat bag.  But it gets better later  :)  But whatever the dogs like and is safe to eat works for me!"
2,"I found the Switch Kiwi Berry Flavor to be good enough, but a little too sweet for my personal taste. I liked the fact that it was overly carbonated, and the amount in the can is just right, not too much to drink<br />at one time. It makes portion control easy. Would I buy it instead of a soda? Maybe not."
0,This product should not be consumed by humans period !!!!!!!<br /><br />Amason's service still stands above all the rest but this product tastes like a unique combination of Diesel fuel and gasoline !!!!!!!
0,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
1,"This dressing is very thin and runny and tastes nothing like in the resturants. For italian dressing it is ok, but if you are expecting the same taste, you will be disappointed."
4,I gave up coffee about six months ago and had been drinking various types of teas and herba matte since then. I stumbled across Ayurvedic Roast on line and decided to order a bag to see if I liked it. Like it? I love it! I really like coffee and don't mind tea but one thing I really missed with tea was the full body texture of a cup of coffee. Ayurvedic Roast comes very close in texture and I really enjoy the flavor. Just ordered myself a 4lb. bag so I don't have to worry about running out anytime soon.
4,Nice and fresh also very colorful for catching the eye in a vending machine. Always a great choice and a public favorite!!!
4,"I'm so glad I ordered these delicious dried cherries.  They're perfect for sprinkling into my morning oatmeal or I often grab a handful for a snack.  I also feed these to my toddler, who loves them!  They're a nice change from raisins.  They also mix well with toasted almonds for a trail mix."
4,"This is the first time my dog does not walk away from her ""Good Girls"" snacks, she loves these things.<br />Glad I got something she loves.Thank you very much"
4,This is the best lowfat granola with raisins I have found & I've tried several. Big chunks of granola. I add it to yogurt. Great taste.
4,My cholesterol numbers have definetely dropped.  There was a drop also in the triglcerides and a change in LDL and HDL.  I have lab work coming up soon and hopefully the test will confirm that sterols play a role in lower cholesterol numbers.  If this works then Smart Chews are an easy and convienent way to aid in dropping cholesterol numbers. As of this date I highly recommend the Chews.
4,These are individually wrapped and easy to take with you.  I use these as a treat in the car because I have a wiener dog that is a whiner in the car and this works to keep her busy!
